region,region_type,province,year,month,date_month,penderita_dbd,meninggal,population,population_scale,risk_multiplier,monthly_share,weather_multiplier,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,rainfall_lag_1,rainfall_lag_2,humidity_lag_1,temperature_lag_1,temperature_lag_2,data_origin,synthetic_method
KABUPATEN BOGOR,kabupaten,JAWA BARAT,2018,8,2018-08-01,20,0,5400000,0.5142857142857142,0.7,0.027506186863564444,0.6628277766923267,24.19,30.59,16.84,78.76,0.87,0.13,2.33,79.46,23.94,24.87,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN BOGOR,kabupaten,JAWA BARAT,2018,9,2018-09-01,15,0,5400000,0.5142857142857142,0.7,0.01789119234046006,0.6789067454427761,25.12,31.72,18.56,77.04,2.48,0.87,0.13,78.76,24.19,23.94,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN BOGOR,kabupaten,JAWA BARAT,2018,10,2018-10-01,15,0,5400000,0.5142857142857142,0.7,0.021826443263418396,0.7232575979465106,26.23,32.99,21.25,77.16,4.64,2.48,0.87,77.04,25.12,24.19,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN BOGOR,kabupaten,JAWA BARAT,2018,11,2018-11-01,19,0,5400000,0.5142857142857142,0.7,0.023286948760598808,0.829690842306376,25.47,32.86,21.49,84.0,8.45,4.64,2.48,77.16,26.23,25.12,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN BOGOR,kabupaten,JAWA BARAT,2018,12,2018-12-01,44,0,5400000,0.5142857142857142,0.7,0.028236439612154652,1.0632554469205706,25.06,30.5,20.36,85.14,8.68,8.45,4.64,84.0,25.47,26.23,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN BOGOR,kabupaten,JAWA BARAT,2019,1,2019-01-01,387,0,5400000,0.5142857142857142,0.7,0.10434500385411173,1.0800630438925944,24.69,30.84,20.76,87.78,12.62,8.68,8.45,85.14,25.06,25.47,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN BOGOR,kabupaten,JAWA BARAT,2019,2,2019-02-01,521,0,5400000,0.5142857142857142,0.7,0.13298713943770538,1.2416682320133743,25.15,30.34,21.39,87.14,11.46,12.62,8.68,87.78,24.69,25.06,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN BOGOR,kabupaten,JAWA BARAT,2019,3,2019-03-01,698,0,5400000,0.5142857142857142,0.7,0.19465292709643392,1.209355660874356,24.82,30.33,20.33,86.76,8.1,11.46,12.62,87.14,25.15,24.69,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN BOGOR,kabupaten,JAWA BARAT,2019,4,2019-04-01,547,0,5400000,0.5142857142857142,0.7,0.16191326220130633,1.0887602404312888,25.59,30.73,21.23,87.9,10.32,8.1,11.46,86.76,24.82,25.15,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN BOGOR,kabupaten,JAWA BARAT,2019,5,2019-05-01,573,0,5400000,0.5142857142857142,0.7,0.14970181346099234,1.2067976210852092,25.45,30.24,20.52,85.84,6.44,10.32,8.1,87.9,25.59,24.82,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN BOGOR,kabupaten,JAWA BARAT,2019,6,2019-06-01,307,0,5400000,0.5142857142857142,0.7,0.08896912653657349,1.0414377403254826,24.58,30.26,18.3,82.47,1.29,6.44,10.32,85.84,25.45,25.59,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN BOGOR,kabupaten,JAWA BARAT,2019,7,2019-07-01,129,0,5400000,0.5142857142857142,0.7,0.048683516572680434,0.7843470625024567,23.92,30.2,16.78,81.69,0.68,1.29,6.44,82.47,24.58,25.45,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN BOGOR,kabupaten,JAWA BARAT,2019,8,2019-08-01,51,0,5400000,0.5142857142857142,0.7,0.027506186863564444,0.7261977943529876,23.98,30.4,16.97,78.64,0.47,0.68,1.29,81.69,23.92,24.58,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN BOGOR,kabupaten,JAWA BARAT,2019,9,2019-09-01,43,0,5400000,0.5142857142857142,0.7,0.01789119234046006,0.6569554234118792,25.17,32.81,17.06,74.04,0.25,0.47,0.68,78.64,23.98,23.92,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN BOGOR,kabupaten,JAWA BARAT,2019,10,2019-10-01,42,0,5400000,0.5142857142857142,0.7,0.021826443263418396,0.6,26.7,35.04,19.47,71.72,2.06,0.25,0.47,74.04,25.17,23.98,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN BOGOR,kabupaten,JAWA BARAT,2019,11,2019-11-01,57,0,5400000,0.5142857142857142,0.7,0.023286948760598808,0.6527240088371368,26.43,34.07,20.48,76.56,5.44,2.06,0.25,71.72,26.7,25.17,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN BOGOR,kabupaten,JAWA BARAT,2019,12,2019-12-01,73,0,5400000,0.5142857142857142,0.7,0.028236439612154652,0.8479466842281567,25.98,32.39,21.75,82.58,10.71,5.44,2.06,76.56,26.43,26.7,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN BOGOR,kabupaten,JAWA BARAT,2020,1,2020-01-01,196,0,5400000,0.5142857142857142,0.7,0.10434500385411173,1.1187597995818335,25.24,31.22,20.83,86.82,12.47,10.71,5.44,82.58,25.98,26.43,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN BOGOR,kabupaten,JAWA BARAT,2020,2,2020-02-01,301,0,5400000,0.5142857142857142,0.7,0.13298713943770538,1.2360223532140477,24.94,30.44,21.4,89.33,20.87,12.47,10.71,86.82,25.24,25.98,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN BOGOR,kabupaten,JAWA BARAT,2020,3,2020-03-01,490,0,5400000,0.5142857142857142,0.7,0.19465292709643392,1.5312381990031512,25.19,29.83,21.68,89.12,14.66,20.87,12.47,89.33,24.94,25.24,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN BOGOR,kabupaten,JAWA BARAT,2020,4,2020-04-01,386,0,5400000,0.5142857142857142,0.7,0.16191326220130633,1.3490758885268364,25.34,30.62,20.97,88.37,8.59,14.66,20.87,89.12,25.19,24.94,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN BOGOR,kabupaten,JAWA BARAT,2020,5,2020-05-01,269,0,5400000,0.5142857142857142,0.7,0.14970181346099234,1.1560863450987608,25.44,30.29,21.88,89.1,7.52,8.59,14.66,88.37,25.34,25.19,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN BOGOR,kabupaten,JAWA BARAT,2020,6,2020-06-01,177,0,5400000,0.5142857142857142,0.7,0.08896912653657349,1.1430400058910533,24.92,29.71,20.36,87.83,2.35,7.52,8.59,89.1,25.44,25.34,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN BOGOR,kabupaten,JAWA BARAT,2020,7,2020-07-01,88,0,5400000,0.5142857142857142,0.7,0.048683516572680434,0.9424361163789159,24.54,29.63,18.69,84.78,2.88,2.35,7.52,87.83,24.92,25.44,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN BOGOR,kabupaten,JAWA BARAT,2020,8,2020-08-01,34,0,5400000,0.5142857142857142,0.7,0.027506186863564444,0.8799488376473865,24.92,30.95,18.3,83.91,1.84,2.88,2.35,84.78,24.54,24.92,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN BOGOR,kabupaten,JAWA BARAT,2020,9,2020-09-01,20,0,5400000,0.5142857142857142,0.7,0.01789119234046006,0.843522631282971,25.18,30.68,19.76,82.75,4.99,1.84,2.88,83.91,24.92,24.54,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN BOGOR,kabupaten,JAWA BARAT,2020,10,2020-10-01,28,0,5400000,0.5142857142857142,0.7,0.021826443263418396,0.9225092481919611,25.14,31.29,21.45,86.05,9.87,4.99,1.84,82.75,25.18,24.92,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN BOGOR,kabupaten,JAWA BARAT,2020,11,2020-11-01,47,0,5400000,0.5142857142857142,0.7,0.023286948760598808,1.1380146663841104,25.23,31.36,21.17,85.88,6.78,9.87,4.99,86.05,25.14,25.18,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN BOGOR,kabupaten,JAWA BARAT,2020,12,2020-12-01,48,0,5400000,0.5142857142857142,0.7,0.028236439612154652,1.044767516710169,24.24,29.08,20.89,89.07,7.38,6.78,9.87,85.88,25.23,25.14,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2015,1,2015-01-01,170,0,3600000,0.34285714285714286,0.75,0.10434500385411173,1.25880522695115,26.43,29.36,24.28,85.04,13.1,13.1,13.1,85.04,26.43,26.43,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2015,2,2015-02-01,234,0,3600000,0.34285714285714286,0.75,0.13298713943770538,1.25880522695115,26.42,29.69,24.23,84.88,19.72,13.1,19.72,85.04,26.43,26.42,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2015,3,2015-03-01,346,0,3600000,0.34285714285714286,0.75,0.19465292709643392,1.4538236528772024,26.95,30.71,24.47,83.36,9.76,19.72,13.1,84.88,26.42,26.43,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2015,4,2015-04-01,227,0,3600000,0.34285714285714286,0.75,0.16191326220130633,1.1409621319661445,27.31,30.98,25.0,83.08,6.42,9.76,19.72,83.36,26.95,26.42,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2015,5,2015-05-01,199,0,3600000,0.34285714285714286,0.75,0.14970181346099234,1.0473522513294082,27.48,30.61,24.27,82.22,2.79,6.42,9.76,83.08,27.31,26.95,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2015,6,2015-06-01,103,0,3600000,0.34285714285714286,0.75,0.08896912653657349,0.9259869017159013,27.25,30.46,23.9,80.28,2.39,2.79,6.42,82.22,27.48,27.31,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2015,7,2015-07-01,43,0,3600000,0.34285714285714286,0.75,0.048683516572680434,0.8645185808895974,26.6,30.11,23.14,80.76,0.8,2.39,2.79,80.28,27.25,27.48,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2015,8,2015-08-01,31,0,3600000,0.34285714285714286,0.75,0.027506186863564444,0.8041650869636405,26.84,31.46,22.89,77.82,0.83,0.8,2.39,80.76,26.6,27.25,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2015,9,2015-09-01,12,0,3600000,0.34285714285714286,0.75,0.01789119234046006,0.7508019221432178,27.64,32.82,23.27,72.24,0.44,0.83,0.8,77.82,26.84,26.6,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2015,10,2015-10-01,18,0,3600000,0.34285714285714286,0.75,0.021826443263418396,0.6482085961859251,28.5,33.48,24.46,71.74,0.83,0.44,0.83,72.24,27.64,26.84,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2015,11,2015-11-01,20,0,3600000,0.34285714285714286,0.75,0.023286948760598808,0.6794836975774735,28.65,33.15,25.58,75.36,5.05,0.83,0.44,71.74,28.5,27.64,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2015,12,2015-12-01,35,0,3600000,0.34285714285714286,0.75,0.028236439612154652,0.8886735862668934,27.71,31.05,24.91,81.15,8.01,5.05,0.83,75.36,28.65,28.5,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2017,1,2017-01-01,80,0,3600000,0.34285714285714286,0.75,0.10434500385411173,1.0203813011292655,26.76,30.18,24.93,85.25,10.77,5.07,9.39,84.26,26.98,27.15,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2017,2,2017-02-01,136,0,3600000,0.34285714285714286,0.75,0.13298713943770538,1.2049186155098708,26.58,29.16,24.74,86.62,23.89,10.77,5.07,85.25,26.76,26.98,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2017,3,2017-03-01,263,0,3600000,0.34285714285714286,0.75,0.19465292709643392,1.6,27.06,29.84,24.79,83.59,7.16,23.89,10.77,86.62,26.58,26.76,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2017,4,2017-04-01,144,0,3600000,0.34285714285714286,0.75,0.16191326220130633,1.0716619865402544,27.1,30.44,25.0,85.27,7.59,7.16,23.89,83.59,27.06,26.58,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2017,5,2017-05-01,152,0,3600000,0.34285714285714286,0.75,0.14970181346099234,1.121808087554463,27.7,30.89,24.68,82.48,6.7,7.59,7.16,85.27,27.1,27.06,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2017,6,2017-06-01,81,0,3600000,0.34285714285714286,0.75,0.08896912653657349,1.0566719702725849,27.1,30.4,24.38,83.63,5.47,6.7,7.59,82.48,27.7,27.1,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2017,7,2017-07-01,44,0,3600000,0.34285714285714286,0.75,0.048683516572680434,1.023174479649361,26.94,30.03,23.41,81.21,3.9,5.47,6.7,83.63,27.1,27.7,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2017,8,2017-08-01,24,0,3600000,0.34285714285714286,0.75,0.027506186863564444,0.9187976849199739,26.8,30.05,23.39,79.07,1.12,3.9,5.47,81.21,26.94,27.1,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2017,9,2017-09-01,12,0,3600000,0.34285714285714286,0.75,0.01789119234046006,0.7847619564620899,27.3,31.37,23.88,78.76,3.11,1.12,3.9,79.07,26.8,26.94,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2017,10,2017-10-01,13,0,3600000,0.34285714285714286,0.75,0.021826443263418396,0.8554796917573281,27.71,31.49,24.95,81.3,6.18,3.11,1.12,78.76,27.3,26.8,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2017,11,2017-11-01,16,0,3600000,0.34285714285714286,0.75,0.023286948760598808,1.0162440054796271,27.61,31.23,24.96,82.15,10.52,6.18,3.11,81.3,27.71,27.3,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2017,12,2017-12-01,35,0,3600000,0.34285714285714286,0.75,0.028236439612154652,1.1611760083380802,26.97,30.43,24.64,84.15,9.32,10.52,6.18,82.15,27.61,27.71,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2018,1,2018-01-01,90,0,3600000,0.34285714285714286,0.75,0.10434500385411173,1.145300842309258,26.89,29.84,24.91,84.24,6.66,9.32,10.52,84.15,26.97,27.61,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2018,2,2018-02-01,110,0,3600000,0.34285714285714286,0.75,0.13298713943770538,1.0645351679109645,26.61,29.2,24.6,85.65,17.62,6.66,9.32,84.24,26.89,26.97,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2018,3,2018-03-01,227,0,3600000,0.34285714285714286,0.75,0.19465292709643392,1.4138653816387456,27.23,30.51,24.89,82.61,10.94,17.62,6.66,85.65,26.61,26.89,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2018,4,2018-04-01,141,0,3600000,0.34285714285714286,0.75,0.16191326220130633,1.1702413366131936,27.7,30.7,25.31,82.66,9.03,10.94,17.62,82.61,27.23,26.61,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2018,5,2018-05-01,114,0,3600000,0.34285714285714286,0.75,0.14970181346099234,1.1304748245166762,27.73,30.8,24.94,82.7,2.61,9.03,10.94,82.66,27.7,27.23,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2018,6,2018-06-01,48,0,3600000,0.34285714285714286,0.75,0.08896912653657349,0.9396057007904777,27.34,30.58,24.11,81.58,3.21,2.61,9.03,82.7,27.73,27.7,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2018,7,2018-07-01,26,0,3600000,0.34285714285714286,0.75,0.048683516572680434,0.9200287997412633,26.66,30.1,22.54,76.07,0.18,3.21,2.61,81.58,27.34,27.73,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2018,8,2018-08-01,14,0,3600000,0.34285714285714286,0.75,0.027506186863564444,0.6876361542649294,26.73,30.57,22.78,75.8,0.9,0.18,3.21,76.07,26.66,27.34,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2018,9,2018-09-01,9,0,3600000,0.34285714285714286,0.75,0.01789119234046006,0.7059582209026554,27.33,31.44,23.45,75.02,2.46,0.9,0.18,75.8,26.73,26.66,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2018,10,2018-10-01,11,0,3600000,0.34285714285714286,0.75,0.021826443263418396,0.7572555553778568,28.2,32.58,25.2,75.84,3.62,2.46,0.9,75.02,27.33,26.73,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2018,11,2018-11-01,16,0,3600000,0.34285714285714286,0.75,0.023286948760598808,0.8401541611114546,27.82,32.6,25.26,80.05,7.26,3.62,2.46,75.84,28.2,27.33,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2018,12,2018-12-01,28,0,3600000,0.34285714285714286,0.75,0.028236439612154652,1.0258820464806202,27.38,31.44,24.78,81.65,6.5,7.26,3.62,80.05,27.82,28.2,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2019,1,2019-01-01,228,0,3600000,0.34285714285714286,0.75,0.10434500385411173,1.0217180961760044,27.23,30.51,24.95,83.93,12.85,6.5,7.26,81.65,27.38,27.82,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2019,2,2019-02-01,363,0,3600000,0.34285714285714286,0.75,0.13298713943770538,1.2557447217139857,27.48,30.43,25.21,82.62,8.25,12.85,6.5,83.93,27.23,27.38,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2019,3,2019-03-01,475,0,3600000,0.34285714285714286,0.75,0.19465292709643392,1.0984676757485572,27.38,30.66,24.85,82.73,9.81,8.25,12.85,82.62,27.48,27.23,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2019,4,2019-04-01,429,0,3600000,0.34285714285714286,0.75,0.16191326220130633,1.1441416646851024,28.08,31.25,25.47,82.81,7.82,9.81,8.25,82.73,27.38,27.48,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2019,5,2019-05-01,410,0,3600000,0.34285714285714286,0.75,0.14970181346099234,1.110696860147983,28.08,30.9,25.54,81.44,4.96,7.82,9.81,82.81,28.08,27.38,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2019,6,2019-06-01,197,0,3600000,0.34285714285714286,0.75,0.08896912653657349,0.9956010187349474,27.41,30.72,23.69,78.69,1.71,4.96,7.82,81.44,28.08,28.08,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2019,7,2019-07-01,110,0,3600000,0.34285714285714286,0.75,0.048683516572680434,0.8158146437899926,26.76,30.17,23.01,77.96,1.18,1.71,4.96,78.69,27.41,28.08,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2019,8,2019-08-01,55,0,3600000,0.34285714285714286,0.75,0.027506186863564444,0.7614853795331028,26.57,30.44,22.18,75.81,0.38,1.18,1.71,77.96,26.76,27.41,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2019,9,2019-09-01,20,0,3600000,0.34285714285714286,0.75,0.01789119234046006,0.6849334449511196,27.5,32.4,22.41,72.92,0.24,0.38,1.18,75.81,26.57,26.76,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2019,10,2019-10-01,35,0,3600000,0.34285714285714286,0.75,0.021826443263418396,0.6517842730236734,28.4,34.2,23.93,72.32,2.57,0.24,0.38,72.92,27.5,26.57,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2019,11,2019-11-01,38,0,3600000,0.34285714285714286,0.75,0.023286948760598808,0.7405860426382174,28.67,34.38,24.44,73.16,3.61,2.57,0.24,72.32,28.4,27.5,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2019,12,2019-12-01,46,0,3600000,0.34285714285714286,0.75,0.028236439612154652,0.7992188743378188,28.22,32.49,25.67,78.99,9.23,3.61,2.57,73.16,28.67,28.4,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2020,1,2020-01-01,135,0,3600000,0.34285714285714286,0.75,0.10434500385411173,1.0764896046781276,27.44,30.24,25.18,84.33,15.38,9.23,3.61,78.99,28.22,28.67,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2020,2,2020-02-01,243,0,3600000,0.34285714285714286,0.75,0.13298713943770538,1.347626034642847,27.28,30.49,25.36,85.99,19.29,15.38,9.23,84.33,27.44,28.22,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2020,3,2020-03-01,379,0,3600000,0.34285714285714286,0.75,0.19465292709643392,1.4948116840768142,27.61,30.26,25.47,84.68,12.12,19.29,15.38,85.99,27.28,27.44,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2020,4,2020-04-01,266,0,3600000,0.34285714285714286,0.75,0.16191326220130633,1.2631757980450238,27.9,31.4,25.44,83.39,7.38,12.12,19.29,84.68,27.61,27.28,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2020,5,2020-05-01,207,0,3600000,0.34285714285714286,0.75,0.14970181346099234,1.1035273615320347,27.9,30.54,25.77,84.77,6.55,7.38,12.12,83.39,27.9,27.61,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2020,6,2020-06-01,136,0,3600000,0.34285714285714286,0.75,0.08896912653657349,1.1080349462237187,27.4,30.61,25.17,83.49,2.83,6.55,7.38,84.77,27.9,27.9,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2020,7,2020-07-01,50,0,3600000,0.34285714285714286,0.75,0.048683516572680434,0.9514606524101256,27.08,30.19,23.9,81.62,3.47,2.83,6.55,83.49,27.4,27.9,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2020,8,2020-08-01,36,0,3600000,0.34285714285714286,0.75,0.027506186863564444,0.9195504417782325,27.13,30.49,23.28,81.88,3.91,3.47,2.83,81.62,27.08,27.4,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2020,9,2020-09-01,28,0,3600000,0.34285714285714286,0.75,0.01789119234046006,0.9400648256485349,27.43,30.75,24.36,80.29,4.66,3.91,3.47,81.88,27.13,27.08,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2020,10,2020-10-01,11,0,3600000,0.34285714285714286,0.75,0.021826443263418396,0.9392209979879448,27.35,30.96,25.01,82.36,6.81,4.66,3.91,80.29,27.43,27.13,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2020,11,2020-11-01,18,0,3600000,0.34285714285714286,0.75,0.023286948760598808,1.0451139127945737,27.61,31.12,24.82,82.17,5.14,6.81,4.66,82.36,27.35,27.43,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KABUPATEN TANGERANG,kabupaten,BANTEN,2020,12,2020-12-01,40,0,3600000,0.34285714285714286,0.75,0.028236439612154652,1.000054519629295,26.75,29.74,24.79,85.47,8.48,5.14,6.81,82.17,27.61,27.35,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KOTA BEKASI,kota,JAWA BARAT,2015,1,2015-01-01,169,0,2500000,0.23809523809523808,1.0,0.10434500385411173,1.2330362518676508,26.46,30.33,24.09,85.5,11.88,11.88,11.88,85.5,26.46,26.46,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KOTA BEKASI,kota,JAWA BARAT,2015,2,2015-02-01,208,0,2500000,0.23809523809523808,1.0,0.13298713943770538,1.2330362518676508,26.4,29.97,24.26,85.8,19.1,11.88,19.1,85.5,26.46,26.4,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KOTA BEKASI,kota,JAWA BARAT,2015,3,2015-03-01,360,0,2500000,0.23809523809523808,1.0,0.19465292709643392,1.4541239085013473,27.01,31.32,24.36,83.57,9.22,19.1,11.88,85.8,26.4,26.46,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
KOTA BEKASI,kota,JAWA BARAT,2015,4,2015-04-01,205,0,2500000,0.23809523809523808,1.0,0.16191326220130633,1.1313347174927852,27.54,31.16,24.84,82.29,6.37,9.22,19.1,83.57,27.01,26.4,synthetic_jabodetabek,jakarta_seasonality_population_weather_poisson
